description,timestamp,fullness,collection,location
SW N. Washington & Causeway,10/13/2014 09:03:00 PM,RED,True,"(42.36671342, -71.05860344)"
26 Temple Place / Temple Place Cafe in Downtown Crossing,09/20/2014 05:13:00 AM,GREEN,True,"(42.35534447, -71.0621863)"
659 Tremont St,05/02/2014 08:34:00 AM,YELLOW,False,"(42.34198461, -71.07515395)"
Stuart St & Warrenton St,07/19/2014 04:08:00 AM,GREEN,True,"(42.35093982, -71.06588898)"
South St. @ Beach St.,01/27/2014 12:54:00 PM,GREEN,True,"(42.3504072, -71.0567736)"
Faneuil Hall entrance surface road,08/07/2014 09:52:00 AM,GREEN,True,"(42.36010947, -71.05303455)"
155 Mass Ave.,04/17/2014 02:59:00 AM,GREEN,True,"(42.346527, -71.0873836)"
702 Mass Ave & Harrison @ Boston Medical Center,06/06/2014 01:46:00 PM,YELLOW,False,"(42.33511781, -71.07512533)"
Valenti Square - Opposite 77 North Washington,11/20/2014 12:04:00 PM,RED,False,"(42.36501743, -71.05842752)"
331 Hanover Street,09/16/2014 03:58:00 PM,YELLOW,False,"(42.364252, -71.053905)"
"309 Atlantic Avenue ""Lavenderia Cleaners""",05/21/2014 05:47:00 PM,GREEN,True,"(42.36361784, -71.05116706)"
Devonshire & Water St (T Station),09/28/2014 06:39:00 AM,RED,False,"(42.3575052, -71.05738735)"
Washington st / Macy's,07/10/2014 11:42:00 AM,GREEN,True,"(42.35483, -71.06117)"
Washington st / Macy's,06/23/2014 07:48:00 PM,RED,False,"(42.35483, -71.06117)"
539 Tremont,11/07/2014 09:44:00 PM,RED,False,"(42.344527, -71.07079)"
SE corner of West Canton and Columbus,08/22/2014 07:06:00 AM,YELLOW,False,"(42.34483487, -71.0763413)"
Mass Ave North at St Stephens (Across from Symphony),03/04/2014 05:47:00 PM,YELLOW,False,"(42.3435041, -71.0857301)"
289 Hanover Street,12/11/2014 10:28:00 AM,GREEN,True,"(42.36389, -71.05433)"
355 Newbury St,09/09/2014 12:45:00 PM,YELLOW,False,"(42.34831644, -71.08751047)"
Boylston St (Lord and Taylor Entrance),07/20/2014 09:04:00 AM,YELLOW,False,"(42.3492027, -71.08031759)"
Huntington Avenue & Fenwood Street,01/23/2014 04:29:00 PM,YELLOW,False,"(42.33376282, -71.1056764)"
Milk & Batterymarch St,05/26/2014 02:15:00 AM,GREEN,True,"(42.35776634, -71.05441481)"
72 Kneeland,03/21/2014 11:07:00 PM,YELLOW,False,"(42.3505, -71.0607)"
Stuart and Tremont St (Opp Shanghai Restaurant),04/23/2014 12:51:00 PM,GREEN,True,"(42.35093726, -71.06514335)"
Washington and Boylston (CVS),09/26/2014 09:05:00 AM,RED,False,"(42.35253677, -71.06268501)"
1080 Boylston Street,06/27/2014 08:23:00 PM,YELLOW,False,"(42.3471459, -71.0882423)"
201 Mass Ave / US Post Office,07/25/2014 04:44:00 PM,YELLOW,False,"(42.34496029, -71.08680502)"
72 Kneeland,12/09/2014 04:02:00 PM,YELLOW,False,"(42.3505, -71.0607)"
15 Lansdowne in front ot House of Blues.,10/22/2014 03:07:00 AM,GREEN,True,"(42.34720359, -71.09565474)"
539 Tremont,11/26/2014 06:39:00 AM,YELLOW,False,"(42.344527, -71.07079)"
342 Hanover (White Hen Pantry),06/06/2014 06:55:00 PM,GREEN,True,"(42.3648934, -71.0536149)"
627 Tremont St,06/22/2014 11:32:00 AM,GREEN,True,"(42.34253228, -71.07451491)"
540 Commonwealth,07/18/2014 03:36:00 PM,RED,False,"(42.34847785, -71.09715705)"
950 Comm Ave / Sullivan Tire,04/10/2014 10:48:00 PM,GREEN,True,"(42.35130827, -71.11854518)"
Commons: Park St. & Tremont,09/23/2014 07:54:00 AM,RED,False,"(42.35647167, -71.062335)"
Tremont 15 and Stuart St (Shanghai Restaurant),05/23/2014 06:54:00 PM,GREEN,True,"(42.35118328, -71.06469595)"
185 Franklin Street / Pearl & Franklin,07/29/2014 09:26:00 PM,YELLOW,False,"(42.355761, -71.055204)"
106 Cambridge Street,09/07/2014 05:12:00 PM,YELLOW,False,"(42.36112, -71.06296)"
High & Summer (Sovereign Bank),09/23/2014 04:15:00 AM,GREEN,True,"(42.35314697, -71.05697949)"
Stuart and Tremont St (Opp Shanghai Restaurant),12/12/2014 08:43:00 PM,YELLOW,False,"(42.35093726, -71.06514335)"
627 Tremont St,05/14/2014 09:50:00 AM,GREEN,True,"(42.34253228, -71.07451491)"
Lincoln St and Surface Rd (opp T- mobile),08/12/2014 12:50:00 PM,YELLOW,False,"(42.35217444, -71.05812794)"
659 Tremont St,08/05/2014 05:47:00 PM,YELLOW,False,"(42.34198461, -71.07515395)"
Hanover & Congress St (Across City Hall Plaza),07/16/2014 04:58:00 PM,GREEN,True,"(42.36169421, -71.05753524)"
564 Tremont st,03/08/2014 09:17:00 AM,RED,False,"(42.34359885, -71.07214987)"
"202 Essex Street ""Boston Sports Club""",06/09/2014 02:04:00 AM,GREEN,True,"(42.35181349, -71.05612433)"
367 Mass Ave @ Orange Line T-Entrance (Northside),08/29/2014 10:40:00 AM,GREEN,True,"(42.34175913, -71.08326882)"
544 Washington (across from Harlem place),12/26/2014 04:19:00 PM,YELLOW,False,"(42.35403424, -71.06200033)"
Comm Ave (East) Bus Stop at Carlton St / Next to Parking Lot,04/29/2014 01:56:00 AM,GREEN,True,"(42.3500784, -71.10859829)"
73 Brookline Ave (Kenmore Parking Lot),01/30/2014 09:03:00 AM,GREEN,True,"(42.34676296, -71.09914698)"
Franklin & Pearl St (Opp 1 Federal),08/12/2014 09:49:00 AM,GREEN,True,"(42.35618674, -71.05483124)"
683 Tremont,07/11/2014 05:58:00 PM,GREEN,True,"(42.34143247, -71.07657887)"
121 Meridian Street,09/15/2014 08:18:00 AM,GREEN,True,"(42.37305033, -71.03901464)"
1955 Beacon St & Chestnut HIll Ave (Dunkin Donuts),06/04/2014 12:44:00 PM,RED,False,"(42.33573005, -71.15020626)"
1745 Washington Street,05/30/2014 08:51:00 PM,GREEN,False,"(42.3366, -71.07687)"
449 Washington St (opp Macy's),10/31/2014 06:00:00 PM,RED,False,"(42.35544997, -71.06066429)"
Tremont st and School st,10/02/2014 04:37:00 PM,GREEN,True,"(42.35805, -71.06033)"
89 South Street  (Al's South Street Café),08/08/2014 07:52:00 AM,GREEN,True,"(42.351844, -71.057489)"
659 Tremont St,02/23/2014 08:31:00 AM,YELLOW,False,"(42.34198461, -71.07515395)"
391 Hanover Street,09/25/2014 07:32:00 PM,GREEN,True,"(42.3652, -71.05309)"
735 Tremont at bus stop,01/08/2014 12:54:00 PM,YELLOW,False,"(42.34023, -71.0788)"
Tremont & Beacon St (Kings Chapel Burying Ground),05/12/2014 04:28:00 PM,GREEN,True,"(42.35850775, -71.06016237)"
Arlington St & Stuart St (100 Arlington),09/14/2014 09:37:00 AM,GREEN,True,"(42.35008178, -71.0697505)"
Columbus @ Dartmouth st.,08/26/2014 10:41:00 AM,YELLOW,False,"(42.34604, -71.07515)"
Columbus @ Dartmouth st.,03/23/2014 09:04:00 PM,GREEN,False,"(42.34604, -71.07515)"
540 Commonwealth,07/08/2014 08:30:00 PM,GREEN,True,"(42.34847785, -71.09715705)"
Tremont & Calumet,07/25/2014 03:28:00 PM,YELLOW,False,"(42.33402261, -71.10463691)"
1080 Boylston Street,07/14/2014 08:11:00 AM,GREEN,True,"(42.3471459, -71.0882423)"
NW Bromfield and Washington (opp Payless Shoes),05/01/2014 08:02:00 AM,GREEN,True,"(42.35647066, -71.05946609)"
950 Comm Ave / Sullivan Tire,06/21/2014 09:04:00 AM,YELLOW,False,"(42.35130827, -71.11854518)"
NE Corner of Lansdowne - In Front of Cask 'n Flagon,09/08/2014 11:07:00 AM,YELLOW,False,"(42.34728858, -71.09834902)"
125 Tremont & Hamilton St (FedEx),03/12/2014 09:14:00 AM,RED,False,"(42.35653242, -71.06190233)"
44 Franklin Street @ Hawley,05/25/2014 07:18:00 PM,YELLOW,False,"(42.3557072, -71.0588393)"
Columbus @ Clarendon,09/03/2014 07:26:00 AM,GREEN,False,"(42.3471, -71.07368)"
355 Newbury St,08/25/2014 10:17:00 PM,GREEN,True,"(42.34831644, -71.08751047)"
89 South Street  (Al's South Street Café),06/12/2014 01:09:00 PM,YELLOW,False,"(42.351844, -71.057489)"
224 Cambridge St. in front of starbucks,07/26/2014 01:41:00 PM,YELLOW,False,"(42.3609637, -71.066528)"
SE corner of West Canton and Columbus,11/29/2014 11:22:00 AM,YELLOW,False,"(42.34483487, -71.0763413)"
346 Huntington Ave (Eastbound) / NU Bus Stop,10/05/2014 09:10:00 PM,YELLOW,False,"(42.34021274, -71.08896851)"
51 Clarendon/corner Chandler,09/10/2014 08:52:00 PM,GREEN,True,"(42.34634, -71.07312)"
84 Mass Ave / Back Bay Bicycles,09/22/2014 09:07:00 PM,YELLOW,False,"(42.34883691, -71.08844601)"
554 Tremont,04/22/2014 02:03:00 PM,GREEN,True,"(42.34386, -71.07167)"
532 Tremont at Milford St,09/14/2014 01:01:00 AM,GREEN,True,"(42.3445374, -71.0705386)"
13 Hudson St.,09/12/2014 12:09:00 PM,RED,False,"(42.3507629, -71.0600717)"
718 Huntington,03/01/2014 06:35:00 PM,YELLOW,False,"(42.33434, -71.10426)"
SE Brookline & Newbury (opp Popeyes chicken),04/19/2014 05:59:00 PM,RED,False,"(42.34818234, -71.09744473)"
280 Cambridge Street,04/22/2014 07:25:00 PM,YELLOW,False,"(42.36102189, -71.06882682)"
SE Beach and Washington (Pho Pastuer Restaurant),08/27/2014 05:32:00 PM,YELLOW,False,"(42.3515252, -71.0627117)"
North St (Fanueil Hall),02/19/2014 07:34:00 PM,GREEN,True,"(42.36053881, -71.05663783)"
190A Brighton Ave / Brighton (East) & Quint at La Mamma Pizza,11/30/2014 07:49:00 AM,RED,False,"(42.35311742, -71.1339679)"
Cambridge and Joy in front of beacon hill athletic club,08/14/2014 05:46:00 PM,RED,False,"(42.3611127, -71.0650131)"
60 State Street / Congress & State,06/14/2014 07:54:00 PM,RED,False,"(42.35898642, -71.05662127)"
Columbus @ Clarendon,08/14/2014 01:49:00 PM,GREEN,True,"(42.3471, -71.07368)"
Summer & Chauncey (Rear Entrance Macy's),09/10/2014 09:05:00 AM,GREEN,True,"(42.3545003, -71.0591524)"
695 Columbia Road,08/07/2014 07:32:00 PM,YELLOW,False,"(42.31989, -71.06253)"
Washington and Boylston (CVS),10/28/2014 10:45:00 AM,YELLOW,False,"(42.35253677, -71.06268501)"
Newbury & Mass Ave / Opposite of Urban Outfitters,11/10/2014 10:10:00 PM,YELLOW,False,"(42.3480288, -71.08803024)"
276 Hanover (Cafe Pompei),05/22/2014 08:41:00 AM,GREEN,True,"(42.363799, -71.0545002)"
Boylston St (Copley T Station),10/23/2014 09:10:00 PM,GREEN,True,"(42.3498149, -71.07807363)"
Kilmarnock and Van Ness (@ Parking Garage Exit),02/19/2014 06:27:00 AM,RED,False,"(42.3446846, -71.1004911)"
Opposite 144 Dartmouth St @ Back Bay T-Station,04/12/2014 06:46:00 PM,YELLOW,False,"(42.34754691, -71.07594325)"
44 Franklin Street @ Hawley,12/02/2014 09:47:00 PM,GREEN,True,"(42.3557072, -71.0588393)"
SE corner of West Canton and Columbus,08/18/2014 02:52:00 PM,YELLOW,False,"(42.34483487, -71.0763413)"
Summer & Chauncey (Rear Entrance Macy's),10/22/2014 01:52:00 AM,GREEN,True,"(42.3545003, -71.0591524)"
Tremont 30th and Avery St (Loews Theatre),05/30/2014 05:02:00 PM,GREEN,True,"(42.35328728, -71.06418228)"
Milk & Oliver St (On Island),10/18/2014 09:09:00 PM,YELLOW,False,"(42.35732731, -71.055)"
Summer St @ Men's Wear House,04/20/2014 02:30:00 PM,GREEN,True,"(42.35484, -71.05955)"
NW Boylston and Ipswich (CVS),06/17/2014 10:01:00 AM,GREEN,True,"(42.34529268, -71.09557276)"
218 Hanover ST (cvs),07/20/2014 12:51:00 PM,YELLOW,False,"(42.36297845, -71.05539223)"
1714 Washington Street,08/05/2014 02:07:00 AM,GREEN,True,"(42.33695123, -71.0761684)"
53 Dartmouth,05/26/2014 12:14:00 PM,YELLOW,False,"(42.34446654, -71.07437808)"
426 Boylston St (Citizens Bank),05/03/2014 01:11:00 PM,YELLOW,False,"(42.35120296, -71.07284531)"
Tremont st and School st,04/12/2014 04:10:00 PM,YELLOW,False,"(42.35805, -71.06033)"
396 Hanover Street (Contrada coffee shop),01/27/2014 01:46:00 PM,GREEN,True,"(42.3659652, -71.0529941)"
Dartmouth St & Stuart St (SE Corner),09/19/2014 07:28:00 PM,RED,False,"(42.34820802, -71.07628189)"
1381 Boylston Street,01/22/2014 05:31:00 AM,YELLOW,False,"(42.34372831, -71.1012248)"
13 Hudson St.,09/06/2014 12:42:00 PM,RED,False,"(42.3507629, -71.0600717)"
SE Corner 148 Brookline Ave (in front of Chipotle),09/04/2014 09:02:00 AM,GREEN,True,"(42.34476148, -71.10106409)"
Tremont @ Berkeley,02/17/2014 09:02:00 PM,YELLOW,False,"(42.3452651, -71.0698391)"
30 Kneeland,05/09/2014 02:20:00 PM,YELLOW,False,"(42.35078, -71.06184)"
O St. @ East Broadway,10/17/2014 09:20:00 AM,GREEN,True,"(42.33577, -71.02937)"
Mass Ave. @ Marlborough,01/06/2014 09:26:00 AM,GREEN,True,"(42.34997374, -71.08915132)"
North and Cross,10/03/2014 09:14:00 PM,YELLOW,False,"(42.3621972, -71.0549343)"
59 Temple Place,07/12/2014 08:42:00 AM,GREEN,True,"(42.35492047, -71.06156127)"
Franklin & Oliver St (David Instant Shoe Repair),09/02/2014 05:14:00 PM,GREEN,True,"(42.35661106, -71.05403923)"
Milk & Batterymarch St,06/29/2014 03:32:00 PM,YELLOW,False,"(42.35776634, -71.05441481)"
Atlantic Ave and High St,10/15/2014 06:41:00 AM,GREEN,True,"(42.35673339, -71.05064149)"
Washington and Stuart Street (Boston Kitchen Pizza),12/15/2014 09:38:00 AM,RED,False,"(42.3510218, -71.0631478)"
Yawkey Way and Van Ness - Gate D,09/11/2014 08:59:00 AM,GREEN,True,"(42.34558373, -71.09820418)"
Mass Ave Northbound & Tremont Street (Bus Stop),05/05/2014 05:50:00 AM,YELLOW,False,"(42.33951022, -71.08044087)"
"Atlantic Ave & Cross St ""Mercantile Mall""",05/27/2014 01:19:00 AM,GREEN,True,"(42.36106417, -71.05279434)"
Yawkey Way and Van Ness - Gate D,09/09/2014 09:20:00 AM,GREEN,True,"(42.34558373, -71.09820418)"
155 Mass Ave.,08/21/2014 01:44:00 AM,GREEN,True,"(42.346527, -71.0873836)"
73 Brookline Ave (Kenmore Parking Lot),02/17/2014 04:25:00 PM,YELLOW,False,"(42.34676296, -71.09914698)"
Cambridge and Joy in front of beacon hill athletic club,09/12/2014 06:05:00 PM,RED,False,"(42.3611127, -71.0650131)"
226 Washington St (american express office),09/08/2014 05:38:00 PM,GREEN,True,"(42.3583641, -71.0578237)"
1695 Tremont Street @ 1 Brigham Circle,07/22/2014 08:54:00 AM,YELLOW,False,"(42.33399485, -71.10458326)"
Washington across from Old South Meeting House,03/19/2014 12:50:00 PM,YELLOW,False,"(42.35707, -71.05862)"
26 Temple Place / Temple Place Cafe in Downtown Crossing,09/07/2014 10:22:00 AM,YELLOW,False,"(42.35534447, -71.0621863)"
Chestnut Hill Ave and Sutherland Rd,03/28/2014 08:52:00 AM,YELLOW,False,"(42.33630431, -71.15095793)"
Recycler at Paul Revere Statue,10/23/2014 09:08:00 AM,RED,False,"(42.365381, -71.053058)"
Edgerly Street and Westland (Whole Food Market),04/14/2014 10:02:00 AM,GREEN,True,"(42.34370133, -71.08703302)"
564 Tremont st,03/08/2014 09:07:00 AM,RED,False,"(42.34359885, -71.07214987)"
NW Bromfield and Washington (opp Payless Shoes),05/12/2014 06:37:00 PM,GREEN,True,"(42.35647066, -71.05946609)"
NW Bromfield and Washington (opp Payless Shoes),04/03/2014 12:38:00 AM,YELLOW,False,"(42.35647066, -71.05946609)"
Harvard Ave and Comm Ave (McDonald's),03/05/2014 11:57:00 AM,GREEN,True,"(42.35060501, -71.13099073)"
357 Hanover Street,12/19/2014 05:55:00 PM,GREEN,True,"(42.36471, -71.0535)"
SE corner of West Canton and Columbus,04/06/2014 12:19:00 PM,GREEN,True,"(42.34483487, -71.0763413)"
Atlantic Ave and High St,05/29/2014 09:04:00 PM,GREEN,True,"(42.35673339, -71.05064149)"
200 Newbury Street,05/30/2014 12:40:00 PM,YELLOW,False,"(42.35023008, -71.0800102)"
Tremont & Beacon St (Kings Chapel Burying Ground),08/27/2014 08:50:00 AM,GREEN,True,"(42.35850775, -71.06016237)"
Huntington Ave Westbound @ Longwood,10/04/2014 03:24:00 AM,GREEN,True,"(42.33599721, -71.1003576)"
789 Harrison Ave,11/07/2014 06:15:00 AM,YELLOW,False,"(42.33604, -71.07374)"
150 Newbury Street,03/16/2014 04:15:00 PM,RED,False,"(42.35081, -71.07782)"
51 Clarendon/corner Chandler,07/17/2014 08:58:00 PM,GREEN,True,"(42.34634, -71.07312)"
391 Hanover Street,03/24/2014 07:07:00 PM,GREEN,True,"(42.3652, -71.05309)"
539 Tremont,04/20/2014 02:49:00 PM,GREEN,True,"(42.344527, -71.07079)"
Cross and Cooper,08/01/2014 03:14:00 PM,YELLOW,False,"(42.36441414, -71.0581377)"
Washington and Stuart Street (Boston Kitchen Pizza),12/06/2014 07:46:00 AM,GREEN,False,"(42.3510218, -71.0631478)"
1080 Boylston Street,11/24/2014 05:11:00 AM,GREEN,True,"(42.3471459, -71.0882423)"
1956 Beacon Street @ Sutherland (Starbucks),09/15/2014 12:14:00 PM,GREEN,False,"(42.33615978, -71.15020115)"
Commons: South East of Tennis Courts,08/06/2014 09:30:00 AM,GREEN,True,"(42.35342, -71.06528833)"
West Newton & St Botolph,05/23/2014 08:38:00 AM,GREEN,True,"(42.34481541, -71.08105375)"
155 Mass Ave.,01/06/2014 01:53:00 PM,GREEN,True,"(42.346527, -71.0873836)"
139 Meridian Street,07/10/2014 10:40:00 AM,YELLOW,False,"(42.37344166, -71.03899854)"
State & Broad St (Dunkin),07/23/2014 08:28:00 AM,GREEN,True,"(42.35912326, -71.05476392)"
716 Columbia Road,02/12/2014 01:12:00 PM,YELLOW,False,"(42.32054, -71.06116)"
State St & Surface Rd (in front of Old  Town Trolley Tours),07/07/2014 07:25:00 PM,RED,False,"(42.35943121, -71.0524513)"
260 Washington St (Eat Kitchen Restaurant),09/30/2014 04:09:00 PM,GREEN,True,"(42.3578315, -71.0579119)"
Surface rd.@Beach st.,08/06/2014 08:27:00 AM,YELLOW,False,"(42.35056419, -71.05675482)"
400 Stuart St @ Clarendon,05/10/2014 02:40:00 PM,YELLOW,False,"(42.34883727, -71.07417681)"
Federal & Federal Ct (Boloco Resturaunt),08/23/2014 12:08:00 AM,GREEN,True,"(42.35456083, -71.0564146)"
Milk & India St (Opp Coogans),07/20/2014 09:02:00 AM,GREEN,True,"(42.35855407, -71.05320369)"
Cross and Salem Street (in front Goody Glovers Bistro),06/23/2014 02:46:00 AM,GREEN,True,"(42.36300904, -71.05634037)"
1956 Beacon Street @ Sutherland (Starbucks),06/20/2014 10:02:00 AM,GREEN,True,"(42.33615978, -71.15020115)"
120 Meridian Street,12/20/2014 02:04:00 PM,YELLOW,False,"(42.37318903, -71.03909437)"
331 Hanover Street,12/28/2014 03:17:00 PM,YELLOW,False,"(42.364252, -71.053905)"
Boylston and Berkeley St - SW Corner (Bank of America),05/27/2014 10:58:00 AM,RED,True,"(42.35116785, -71.07309958)"
NE Corner of Lansdowne - In Front of Cask 'n Flagon,12/08/2014 08:50:00 AM,GREEN,True,"(42.34728858, -71.09834902)"
"NOT AT 285 Commercial Street ""Across from parking lot""",08/30/2014 07:32:00 PM,GREEN,True,"(42.36494277, -71.05113072)"
252 Brighton Ave @ Islington,05/17/2014 07:51:00 AM,GREEN,True,"(42.3533403, -71.1365888)"
NE corner of Lansdowne and Ipswich (La Verdad),10/13/2014 01:07:00 PM,YELLOW,False,"(42.3472243, -71.09445324)"
289 Hanover Street,12/23/2014 06:18:00 AM,YELLOW,False,"(42.36389, -71.05433)"
SW N. Washington & Causeway,03/09/2014 10:37:00 AM,RED,False,"(42.36671342, -71.05860344)"
157 Brighton Ave / Brighton & Harvard (Tedeschi's),05/20/2014 09:11:00 AM,GREEN,True,"(42.35314057, -71.13230407)"
Boylston & Hemenway St (opp Symphony Mart Store),09/11/2014 02:54:00 PM,YELLOW,False,"(42.34681182, -71.08924811)"
185 Franklin Street / Pearl & Franklin,08/19/2014 10:41:00 AM,YELLOW,False,"(42.355761, -71.055204)"
Cambridge and Joy in front of beacon hill athletic club,12/11/2014 07:18:00 AM,GREEN,False,"(42.3611127, -71.0650131)"
342 Hanover (White Hen Pantry),09/09/2014 06:15:00 AM,YELLOW,False,"(42.3648934, -71.0536149)"
Washington and Stuart Street (Boston Kitchen Pizza),08/01/2014 07:32:00 AM,YELLOW,False,"(42.3510218, -71.0631478)"
84 Mass Ave / Back Bay Bicycles,10/22/2014 09:31:00 PM,GREEN,True,"(42.34883691, -71.08844601)"
13 Hudson St.,08/17/2014 02:16:00 PM,YELLOW,False,"(42.3507629, -71.0600717)"
2199 Commonweath Ave (Crazy Doughs Pizza),08/20/2014 10:48:00 AM,GREEN,True,"(42.34017157, -71.16657813)"
Franklin & Oliver St (David Instant Shoe Repair),10/26/2014 08:07:00 PM,YELLOW,True,"(42.35661106, -71.05403923)"
Devonshire & Franklin St (Manpower Office),08/15/2014 08:40:00 AM,YELLOW,True,"(42.35532914, -71.0574748)"
Mass Ave. @ Marlborough,08/12/2014 01:16:00 AM,GREEN,True,"(42.34997374, -71.08915132)"
Across from 373 Washington St.,12/12/2014 09:48:00 AM,GREEN,True,"(42.35631, -71.05951)"
Kneeland & Harrison - Wai's Restaurant,08/10/2014 05:54:00 PM,RED,False,"(42.3507294, -71.06157001)"
532 Tremont at Milford St,07/01/2014 07:34:00 PM,YELLOW,False,"(42.3445374, -71.0705386)"
630 Washington (Chinatown T stop),07/18/2014 03:53:00 PM,GREEN,True,"(42.35222904, -71.06260137)"
Boylston & Haddash St (4 Seasons Hotel),03/30/2014 04:19:00 AM,RED,False,"(42.35214673, -71.06911114)"
Summer & Chaucey (7-11),11/04/2014 07:43:00 PM,GREEN,True,"(42.35456767, -71.05912703)"
194 Mass Ave @ Clearway Street,07/31/2014 05:37:00 PM,YELLOW,False,"(42.3454531, -71.08680118)"
260 Washington St (Eat Kitchen Restaurant),01/15/2014 06:21:00 PM,GREEN,True,"(42.3578315, -71.0579119)"
2199 Commonweath Ave (Crazy Doughs Pizza),08/27/2014 09:01:00 AM,GREEN,True,"(42.34017157, -71.16657813)"
Beacon Street and Ayr St (Tedeschi),06/05/2014 12:57:00 PM,YELLOW,False,"(42.33654692, -71.14878916)"
1101 Commonwealth Ave @ Packards Corner,03/03/2014 12:27:00 PM,YELLOW,False,"(42.3519077, -71.1254203)"
1080 Boylston Street,10/06/2014 03:37:00 AM,GREEN,True,"(42.3471459, -71.0882423)"
748 Tremont st,01/19/2014 08:49:00 AM,GREEN,True,"(42.34001098, -71.07882522)"
Recycler at Paul Revere Statue,09/17/2014 07:21:00 PM,GREEN,True,"(42.365381, -71.053058)"
1956 Beacon Street @ Sutherland (Starbucks),11/18/2014 09:55:00 AM,RED,False,"(42.33615978, -71.15020115)"
332 Congress St,01/02/2014 11:24:00 AM,RED,False,"(42.350917, -71.049308)"
155 Mass Ave.,02/20/2014 04:21:00 PM,YELLOW,False,"(42.346527, -71.0873836)"
30 Kneeland,11/07/2014 09:12:00 AM,YELLOW,False,"(42.35078, -71.06184)"
North Street (North Side) @ Surface Road,07/01/2014 06:52:00 PM,YELLOW,False,"(42.361335, -71.05523377)"
Atlantic & Milk,08/09/2014 02:51:00 PM,RED,False,"(42.35870062, -71.051439)"
449 Washington St (opp Macy's),12/09/2014 11:36:00 PM,GREEN,True,"(42.35544997, -71.06066429)"
Washington and Boylston (CVS),01/06/2014 08:31:00 AM,GREEN,True,"(42.35253677, -71.06268501)"
106 Cambridge Street,01/17/2014 12:10:00 PM,YELLOW,False,"(42.36112, -71.06296)"
Summer St @ Men's Wear House,09/22/2014 07:06:00 PM,YELLOW,False,"(42.35484, -71.05955)"
Lincoln & Summer St (GNC Entrance),07/20/2014 02:15:00 PM,RED,False,"(42.35356517, -71.05799063)"
150 Newbury Street,09/24/2014 11:21:00 AM,YELLOW,False,"(42.35081, -71.07782)"
State & Broad St (Dunkin),12/17/2014 08:59:00 AM,GREEN,False,"(42.35912326, -71.05476392)"
East Side of Ipswich - Shell gas station,12/10/2014 02:34:00 PM,YELLOW,False,"(42.34554096, -71.09537177)"
311 Huntington Ave / Huntington (Westbound) and Opera,02/23/2014 03:59:00 PM,RED,False,"(42.34052963, -71.0888865)"
Cross and Cooper,09/12/2014 09:10:00 AM,GREEN,True,"(42.36441414, -71.0581377)"
1623 Washington St @ West Concord,06/13/2014 11:47:00 PM,GREEN,True,"(42.33802, -71.07484)"
Hemenway and Westland St (NE Corner),11/02/2014 09:34:00 PM,YELLOW,True,"(42.34400844, -71.08980028)"
544 Washington (across from Harlem place),04/10/2014 08:42:00 PM,GREEN,True,"(42.35403424, -71.06200033)"
St James & Darmouth (Fairmont Hotel),01/23/2014 10:25:00 AM,GREEN,True,"(42.34929014, -71.07679328)"
Boylston @ Kilmarnock (NW Corner),08/17/2014 10:17:00 AM,GREEN,True,"(42.34400075, -71.10014488)"
Hanover and Cross St (Citizen Bank),07/23/2014 04:37:00 PM,GREEN,True,"(42.36269134, -71.05586617)"
357 Hanover Street,09/02/2014 06:27:00 PM,GREEN,True,"(42.36471, -71.0535)"
695 Columbia Road,09/08/2014 09:10:00 AM,GREEN,True,"(42.31989, -71.06253)"
2193 Commonwealth Ave (UPS Store),07/07/2014 09:56:00 AM,GREEN,True,"(42.34020527, -71.16628779)"
Corner of Beach & Harrison - Sovereign Bank,04/24/2014 02:25:00 PM,YELLOW,False,"(42.35139273, -71.0612938)"
2 Avenue De Lafayette and Washington St.,01/21/2014 11:47:00 AM,YELLOW,False,"(42.3538783, -71.0621546)"
Boylston and Dartmouth St (Library Entrance),06/24/2014 04:50:00 PM,GREEN,True,"(42.34994355, -71.07731053)"
367 Mass Ave @ Orange Line T-Entrance (Northside),04/12/2014 08:05:00 AM,GREEN,True,"(42.34175913, -71.08326882)"
400 Stuart St @ Clarendon,06/18/2014 11:38:00 AM,RED,False,"(42.34883727, -71.07417681)"
Mass Ave Northbound @ St Botolph Street,12/22/2014 08:58:00 AM,RED,False,"(42.34237021, -71.0841913)"
Cross and Salem Street (in front Goody Glovers Bistro),07/03/2014 05:14:00 PM,GREEN,True,"(42.36300904, -71.05634037)"
Tremont st and School st,07/25/2014 01:25:00 PM,YELLOW,False,"(42.35805, -71.06033)"
Summer & Chaucey (7-11),10/16/2014 09:08:00 AM,GREEN,True,"(42.35456767, -71.05912703)"
1623 Washington St @ West Concord,07/30/2014 12:31:00 AM,GREEN,True,"(42.33802, -71.07484)"
59 Lansdown (Across from Fenway @ Parking Garage),09/20/2014 12:57:00 AM,GREEN,True,"(42.34720651, -71.09754082)"
McKinley & State St (Aquarium T Stop),09/07/2014 11:34:00 AM,YELLOW,False,"(42.35930243, -71.05320261)"
1714 Washington Street,12/31/2014 11:24:00 AM,YELLOW,False,"(42.33695123, -71.0761684)"
Summer & Chauncey (Rear Entrance Macy's),07/11/2014 07:18:00 PM,GREEN,True,"(42.3545003, -71.0591524)"
Columbus @ Clarendon,03/30/2014 04:21:00 PM,YELLOW,False,"(42.3471, -71.07368)"
1080 Boylston Street,06/13/2014 01:47:00 AM,YELLOW,False,"(42.3471459, -71.0882423)"
